,Ratings,Full_review
21870,5,awesome product. Got it at an unbelievable price Rs15300. Happy with performance. You just need to shovel over Lightroom/photoshop a bit to create artistry
21871,5,Really good one for beginners.
21872,5,Fast delivery.... Everything is fine... Loved it😍😍😍
21873,5,great..
21874,5,super product..
21875,5,Nice Camera pic quality is good.
21876,4,"Value for money, worth buying... 🖤"
21877,5,"awesome features...i gifted it to my hubby he is very happy.nice packaging,too good in such a price.perfect for personal use...."
21878,5,Really nice ...its awesome camera for beginners
21879,5,killer product in this price
21880,5,best product and satisfied
21881,5,this is real good gear for the begginers m adding few photos which has been taken with kit lense and also with canon 50mm prime lense this should be lil more weighty as this is very light in wait which can be the reason of lil shaky pics
21882,5,Nice Camera.....
21883,3,nyc quality
21884,5,Best DSLR in this price👌🏻👌🏻
21885,5,Camera is good as expected at this price.. Thanks flipkart for fast delivery..
21886,5,nice 👌👌👌
21887,3,Good camera.. And good quality... Best for.. Photo and also videos..
21888,5,Best dslr in this price❤️😍🔥🔥 Just go for it🔥
21889,5,nice
21890,5,good.
21891,3,Several functions are not available and body quality is too bad. Better go for 1500d..
21892,5,nice camera
21893,5,good one for beginners
21894,4,good value for money
21895,5,excellent ❣️❣️
21896,4,My first dslr camara osm
21897,5,Spr product
21898,4,super image quality
21899,5,nice👌👌👌
21900,5,awsome product......😍😍😍😍😍
21901,5,parfect time delivery and nice picture entry level cemera.
21902,5,nice camera.my first DSLR.very happy with it
21903,5,Great camera for beginners. Really very nice product in such price. Best entry level DSLR.
21904,4,Amazing product and super fast delivery 😍really happy.. Thank you flipkart!
21905,5,it's really canon dslr camera super super HD photo
21906,5,If you are about to buy your first camera then go for it blindly. It is the best device for beginners.
21907,5,Awesome Camera With Superb Picture Quality at This Reasonable Price..
21908,5,excellent
21909,5,"amazing product for beginnen photographer, canon is always best and better than other Dslrs.amazing video shoot on this dslr."
21910,5,it's my 1st camera and it's just awesome
21911,5,Very Very good camera. I am satisfied.
21912,5,best for beginners
21913,4,great cam for beginners...
21914,5,nice product
21915,5,canon eos3000d is for beginners. Good image qulity and good battery backup. if you starting photography it's good for you.
21916,5,Just awesome
21917,5,"Nice camera..... Good design,soft working..... Great camera"
21918,5,"Very good camera, Loved it ?"
21919,5,"Mind blowing purchase. I got this at 15299/- after discount in big billon day. The camera is awesome in photo quality. And one more thing I wanted to say, there are somany reviews and videos on youtube sayibg this 3000D build quality is plastic.. But belive me you don't feel this is plastic. Very descent build quality. You can go for this. And for lens mount it's not metal but it's very strong."
21920,4,Best for beginners....
21921,5,This is very good for now ...but any one know how much sutter click have it...
21922,4,Got it yesterday. Working fine till now. Flipkart delivery is awesome.
21923,5,Very good camera in this range biginners go for it
21924,5,All most good packed is also good
21925,4,entry level camera 3000 d best camera good quality
21926,5,Really good for beginners just like me.
21927,5,This is my 1st camera and I just love it.
21928,4,super for beginners 🥰
21929,5,BEST CAMERA FOR PHOTO SHOOT AND VIDEO RECORDING 👇👇👇
21930,5,best for beginners
21931,4,good for short distance because 18-55mm lens not clear blur far object so this camera is good blur to near object
21932,4,fantastic camera😘😘😘
21933,5,I love canon 3000D
21934,4,Good budject camera for bigners. All good other the body material. Its is plastic body. So need to take care..
21935,4,"I didnt know much about these DSLR s before owning this, I would suggest to buy a touch screen model by spending a little more. And always buy with bundled lens offer else it would cost a lot more to buy the 55/250 lens separately. The 18/55 lens which comes along is pretty basic."
21936,5,awsome
21937,5,superb
21938,4,I am first time DSLR'er. Felt like what I needed right now. Loved it.
21939,5,nice pic
21940,5,awesome dslr but it's Very hard and difficult to focus and click pictures at free will during night time and low light conditions
21941,3,Nice dslr my first dslr the best dslr osm
21942,5,best for beginners....
21943,5,Good for beginners & I got it for 22k during offers with free Motorola pulse Bluetooth headset
21944,5,Great camera at very affordable pricing. Just loved it👍👍
21945,5,Best Camera for beginners
21946,5,So nice
21947,5,Excellent product💞
21948,5,If you are just a beginner and want a good product to to try out with all the settings. Capture some best images. go for it
21949,5,best entry level camera
21950,5,"Only one word... EXCELLENT!!!  One of the best DSLR Camera to buy for Beginners. CANON, never comprimise the quality and standards.  Thanks CANON!"
21951,5,used 3000 D and lens used 70 300
21952,5,These are simply owesome for the beginners. I bought it at Rs.20990 n i totally loved it. And i thank flipkart for delivering in time.
21953,5,For beginner its great option. I got this less than 17k. And i am sure no body can give this kind of deal on this camer. Thank you so much Flipkart
21954,3,very good cam low price
21955,3,Great camera for beginners
21956,4,nice product.love it😃
21957,1,seller lot of times cancelled my return request it's not detecting memory card don't trust my money was gone totally disappointed my self am foolish worst product Canon 3000d
21958,5,Good for beginners ??
21959,5,Superb Dslr Camera... 😍
21960,5,good camera
21961,5,awesome
21962,5,Nice product thanks flipkard ❤️nice
21963,5,super this price
21964,1,First of all I should had to go in Amazon. USB port not working. Return/exchange policy is very bad. Me and my family were doing shopping minimum 15k monthly shopping here which need be stop now onward.
21965,5,an excellent DSLR with low price
21966,4,NYC camera for beginners.....and delivery boy behavior was very gentle....thanks Flipkart
21967,5,It's good for beginners ❤
21968,5,Excellent 😊
21969,4,For learning purpose and make hobby fullfil is the best camera in it's price range and image quality is also good. Worth of money. Here some samples I have clicked using this camera.
21970,5,Excellent camera .
21971,4,Nice product.....image quality is really good
21972,5,Picture quality is awesome and it's the best choice for beginners
21973,4,nice camera good for entry level.... worth it.
21974,1,16 gb memory card was missing......dont buy it from flipkart.. If you want to buy it....buy it from amazon.
21975,4,some feature missing. like remote pc connect not available. but good camera. I got 1 year and 8 months warranty.
21976,4,Good for beginners. Image quality and features are good.
21977,5,Good I like it And buy this product good working
21978,5,Best DSLR to begin with..
21979,5,Lovely camera 😍
21980,4,worth it
21981,5,Good product at low cost. better than a mobile camera. U can buy it instead of using mobile camera.
21982,5,Bst for beginners Got this dslr only 18k on offer price Jst amazing
21983,3,Pretty good for beginners you can learn how to switch auto ro manuals. Kit lens 18-55mm is not impressive . No chance with macro photography. For more info Check my page on instagram @shoot_at_sight.3000d
21984,5,Awsone product..loved it.. Entry level dslr camera...best for the price...
21985,5,nice prfomence camera
21986,5,nice images & my fast canon 3000d osama image
21987,5,good camera for beginners and also easy to use image quality is nice
21988,5,"Awsm camera , light weight , easy to operate , Wifi function is great .. Tnx Flipkart 😊"
21989,5,awesome picture quality .. I'm so happy
21990,5,best DSLR
21991,5,Cheap and best. If you want more at this price then u r a fool. Best for the begginers
21992,5,best DSLR canon EOS 3000
21993,5,nice
21994,5,"best camera in this price range, for beginners"
21995,5,I love camera 3000D very nice
21996,4,value for money add a lense of 55-250 u will get awesome results these pics are clicked by 18-55 kit lense
21997,5,very good products..time to time delivery..
21998,5,Good camera
21999,5,Best entry Level DSLR at low price. Never expected such a good product under 20K. Camera quality: Just fabulous Rating: 4.8/5
22000,4,image quality is good....and easy to use
22001,5,v.good for beginners.. worth it as its price..
22002,4,good product
22003,5,Nice camera for beginners but have to change lence if u want take long shots....
22004,4,Basic functionalities are good enough for a beginner to learn. It struggles a bit under low light conditions with the kit lens. Images produced are colour accurate.
22005,3,Too good
22006,5,nice product
22007,5,"A great entry level DSLR, having almost all the features like other EOS models . Love it."
22008,5,My first camera..... Osm camera..
22009,5,Satisfied
22010,5,Pleased with the product. It's only drawback is that it doesn't have a separate on-off button.
22011,5,Best for entry level photography. Budget friendly.
22012,4,Good for beginners
22013,5,good experience
22014,5,Good product
22015,5,nice camara under 23000 Takar modda
22016,5,worth for money
22017,5,good quality 🥰😘😘
22018,5,Such a nice camera with lens and affordable price. thanks Flipkart🥰🥰🥰🥰
22019,5,Nice camera
22020,5,NYC product
22021,5,Best Camera for beginners this is the best low-cost DSLR
22022,5,Best choice for beginners DSLR photography...
22023,4,outstanding
22024,5,good dsrl for begginers thanks Flipkart for this exciting offers
22025,5,nice camera
22026,4,Good
22027,5,osm camera for beginners
22028,5,very nice camara canon
22029,5,Amazing Camera
22030,5,Super camera my first DSLR super I love it
22031,1,Great cheating by flipkart
22032,5,very .........nice
22033,5,splendid camera.. though m beginner at photography. this piece steals the show. still need to find out how to make the features available.. but pics says it all
22034,1,"dont buy this cAmera it does not support all external flashes , this camera only support TTL ..."
22035,5,nyc product for beginners photography and this price main awesome product ye single kit lens ke shot h
22036,1,"Pathetic built, display is gross. better go for nikon or 1500d"
22037,1,battery is not getting charged........and now dont know what to do😣😣
22038,5,i relly thank fulll to flipkart Osm
22039,5,"best entry level DSLR, I buy it for 16000/- On bigbillion days through Hdfc credit card Thanks to Flipkart"
22040,5,Superb
22041,4,amazing pictures quality
22042,1,"Don't buy this product, not upto the canon mark image quality and no return policy also...now I can't return it nor can't keep it"
22043,5,Good quality
22044,5,Worth for a beginner !! Would recommend to have a 50 mm lens additionally to get start your photography skills 👍
22045,4,This camera better to buy in this prise 👍 and simply super options.
22046,5,Awesome for beginners go for it
22047,5,Best Camera for Beginners. Image quality is best. Zoom is only 3x. Paisa wasool.
22048,3,Good for beginners Image quality is also good
22049,3,Best for learn beginning photography
22050,4,"Just go fr it guyz, itz awsm camera ❤️"
22051,5,Superrrr
22052,5,good product I m so happy bhut time lga laine me love u
22053,5,Awesome... Awesome... I got it with price of 15k+ during Big billion day sale. I feel it was very cheap price for such a classy products... love you my first camera Canon
22054,5,I think best camera for the beginners. Pic quality is too good. I bought it in Rs. 18799/-.
22055,5,Excellent camera
22056,5,It's awesome clarity
22057,5,Very good product
22058,5,value for money product
22059,5,Simply superb for beginners
22060,4,nice camera that in my hand
22061,4,Good camera....
22062,5,"It's is most wonderful camera but single that one this bad 18_55 lens only camera bulr on back ground super low zooming one of this bad but money value able camera... Good, super, osm, vera 11,"
22063,5,NIC CAMERA BUT I HAVE H PROBLEM IN BAG QUALITY | its quality look like 3 class quality
22064,4,good
22065,5,nice camera
22066,5,Images Awesome..but Display quality very low
22067,5,Thank you Flipkart cool product
22068,4,"nice 📷 camera good pixils,"
22069,5,good quality pictures
22070,5,awesome
22071,4,Good for beginners. Interface cable must include with camera
22072,4,Excellent good budget only personal use
22073,5,nice
22074,5,Super qulaty ❤️😍😍😍
22075,4,Nice
22076,5,Loved it
22077,5,Super
22078,5,Very good camera
22079,5,My first pic and awesome camera for beginners
22080,4,amazing product but 4 stars because delayed delivery but except that everything is great loved it 😍
22081,5,Excellent quality & really amazing picture quality
22082,4,good products
22083,5,Worth of money.. love you canon. Thnks flipkart
22084,4,good camera
22085,3,plastic mount
22086,5,superbbb pic quality. great product in low price.
22087,1,Bad quality no refund
22088,5,Osm
22089,5,Great product Thankyou flipkart My 1st dslr 😝🤩
22090,5,It's Super cam low price good quality i love it🥰
22091,4,Camera is amazing. But i didn't get memory card and bag with it so a lil bit disappointed. But overall the camera is awesome Ho for it i got is for 22k I'd suggest you to buy it in big billion days you may get it for 18 to 19k rupees.
22092,5,Good
22093,5,Good for the price but I would suggest if you have money then go for 1500d. Can capture decent picture but the display size and color production is very poor if you compare it with 1300d or 1500d.  I have attached some sample shots. For more sample shots you can visit (Abhinav____ on instagram)
22094,4,Good camra for click photo Use for only parsonaly not for business Best result with 1.8 prime lens 50mm See my pictures and comment me
22095,5,Nyc thise camera
22096,5,Mast quality
22097,5,Good product I love it
22098,4,"As like all the reviews, This one is a Best choice if you are a beginner in photography. The camera body is quite grippy, Comfortable button placements, Easy to control the mannual settings to adjust shutter speed, ISO, and aperture."
22099,4,Good 1
22100,5,I bought this camera in the year 2018 for 16K giving this review after more than 2yreas of using. Its a complete satisfaction I must say. With its wifi and remote photography options what more can you expect at this price. It a perfect choice for some who wants to learn.
22101,5,"everything reached in a perfect shape without any damage , cam is too good , but should be bought only with the zoom lens, kit lens is not that much useful.features are awesome. it is wifi enabled to share your photos. thorugh wifi u can connect ur mobile ,which can show the live cam screen on your mobile . flash is good i got it at 21500 without zoom lens. upto now there r no reasons to mark it a bad one ,except the reasons to say it is an awesome product at such a price."
22102,5,Good to start
22103,5,"Got it for 20k flat ! Excellent product for beginners and learners ! It even comes with a free learning courseware subscription the box ! Only thing tou need to take care is that the Mount ring lacks steel reinforcement, so lens changes need to be carefully done...."
22104,5,"For 19k its worth only, country of origin: Thailand"
22105,5,My first DSLR good one for beginners easy to use and worth for mony.
22106,5,Good camera below 20k
22107,5,Best 😍
22108,5,Lerning camera nothing better than anythings
22109,5,love it
22110,5,Awesome camera 😊😊
22111,5,Good for beginners. Go for it.
22112,5,Gud quality
22113,5,Nice camera
22114,5,Great Photos with this dslr
22115,4,Satisfied😊
22116,5,Just wow????
22117,5,best i get in 15k only Thanks flipkart
22118,5,"Its being 2 months that I have used this product. I must say that every pics gives me a complete satisfaction. There are a lot of new things that you can learn, and also you can show your creativity. Go for it without a doubt"
22119,4,satisfied
22120,5,superb pictures
22121,5,Best DSLR for beginners...
22122,5,good camera at this price.. lense isn't that good..
22123,5,nice camera and good picture quality
22124,5,Nice camera in budget.
22125,5,awesome product
22126,5,Awesome Camera My First Camara
22127,5,Overall perfect for a beginner. Nice packing and timely delivery.
22128,5,great cam
22129,5,Awesome DSLR in this range.....!!!
22130,5,good camra
22131,5,", outstanding product"
22132,5,a perfect dslr for the beginner's. just loved it
22133,5,superb dslr
22134,5,it's best DSLR under 20k....
22135,5,Product is very good. But delivery services are very bad
22136,5,nice DSLR
22137,5,Superb camera.
22138,5,Budget camera
22139,2,I recommended you to go with 1500d or others else
22140,4,good
22141,5,Nice camera.with perfact price👌👌👌
22142,5,best camera available i just got it for rs 18999.0
22143,4,good camera
22144,5,best for beginers ill just say its osm
22145,5,super... my first DSLR.... it's my birthday gift from my wife....
22146,1,waste of money
22147,5,i just love this cammera delivery is so fast .cammera is amazing
22148,5,excellent product ....
22149,4,excellent packing and product.
22150,5,"Good camera for personal use,"
22151,5,Very bad return policies. I will not buy in future anything... Baster policies
22152,5,it is wow camera it is better than Nikon d3400 heavy performance
22153,5,good product
22154,5,nice photo
22155,2,"Don't fall in trap with the price,get a used camera,that would be a better option.U can get a 600d or 700d or sony a5100 in this price range with 18-55mm and a 55-250m lens.Think about the future use,u can not plug in mic,it does not have autofocus u can not record videos at 60fps in 1080p also its low light performance is worst.Please don't buy this.Ibought it and now i am regretting."
22156,5,Nice product....❤️📸
22157,5,Really osm 🥰🥰 good product... Am so happy 😘
22158,4,Quality is good in this price range...
22159,5,it's very Good products and original canon product fast delivery so satisfying
22160,5,very good camera in budget
22161,5,good
22162,3,Pixel quality bad when image zooming
22163,3,Camera is super but kindly provide bag and MEMORY Card
22164,5,Nice camera
22165,4,It’s worth the Price .. leave the kit lens Have to buy separate lens which will b too good with EOS 3000D
22166,5,Nice
22167,1,Don't buy in Flipkart worst performance not good image quality is very poor
22168,1,Worst Product. Do Not Buy. Also warranty Issues. Better to buy other Camera. Result is not as good as other DSLR Camera. Totally Waste of Money
22169,1,bad
22170,5,Nice pics
22171,4,Very good Camera
22172,5,Just awesome Battery backup upto 7hrs for continuous shoot Quality of picture is good User friendly for beginners Overall performance was good Thanks to flipkart and seller Written this review after one month usage.
22173,5,Good Photo
22174,4,Good
22175,5,Image reasult is awesome Camera quality so good
22176,5,Best camera Best canon camara Eos 3000
22177,4,Love it
22178,1,If you're Planning to buy this camera for video shoot then you are going to do a big mistake because it's video quality is too much poor .
22179,5,Very nice camera... But main thing is that I don't know some of its functions so after using 3-4 months I will give my review again
22180,5,Blur system is very good
22181,4,Good
22182,5,Good product
22183,5,So Nice.I love this
22184,3,Camera is good but storage is not enough camera quality is very nice this is expensive but according to price features very less.
22185,4,Good product for the price range.
22186,5,Super 💕
22187,5,Awesome product i.e. dslr camera at this price . I am using it since 5 months..
22188,4,Awesome in this price range great quality
22189,5,Good
22190,5,Very good photo
22191,1,Wast of mony
22192,5,"Product is very good. Got in okay condition, but Flipkart has not packed it safely as it's a sophisticated product which needs to be packed for safety during shipping. And secondly I want to mention this time Flipkart fooled me by not giving the camera bag with the pack. Memory card is also excluded from the pack. Atleast bag should be there."
22193,5,Best dslr in low Price
22194,5,Very good camera but hotshoe system is not satisfied
22195,4,Excellent product
22196,5,Always guves a crisp image. Best for beginner. And I am a beginner.
22197,3,"At least it should have the basic accessories like beg, datacable to connect to or laptop and a memory card.... top of the camera need to expend more then 5k to buy basic accessories."
22198,4,Best option as an entry level DSLR. And with 18-55 lens still manages to get background blurred pictures.
22199,4,"Two reasons for not rating 5 stars. One, I would have paid a bit more for a memory card too. Please include it, it's not complete without one. Two is more a camera display issue- it tends to randomly become quite white. I just passed my return by date, so I can't return, but it's a random issue. I've seen that reinserting the battery solves it."
22200,5,At this price..it is okay.but if you are expecting professional quality fotography then it is not for you..Go for some higher price model.
22201,5,Good product
22202,4,Excellent product the picture is much more good
22203,5,Very good
22204,5,Nice
22205,5,Good for entry level. I bought is super cheap at 19k. Wait for offers.. if want a bit better one go for 1500d
22206,1,Not happy ...not focusing properly
22207,3,Good
22208,5,Canon is best
22209,4,It's a great camera. Love this functions. It's very simple to use.
22210,5,Good quality
22211,5,Budget camera 📷📷
22212,5,Nis
22213,4,Preface for personal photography
22214,5,Best camera
22215,4,Very nice camera
22216,4,"Picture Quality is very good. Satisfied with the auto focus lens, night portrait mode is awesome. Video quality not that good. Value for money. Best for beginners start up."
22217,4,Good dslr for beginners
22218,5,Just buy this and later on buy extra lens from canon. Its handy and perfect.
22219,5,Good camera for Beginners
22220,4,My fast DSLR it's osm 😍
22221,4,"Nice Camera...I brought this Camera for my Brother in Big Billions sales with No Cost EMI at 18880 INR... Thank you Flipkart...from Manipur, Moreh."
22222,4,Need other lens to be get long shots
22223,5,Fantastic 📷
22224,4,It's in mid-range best quality.
22225,5,Good product
22226,5,Bast beginner camera go for it ..
22227,5,im happy
22228,5,Nice camera for beginners..
22229,5,Super n
22230,4,Thanks filpcart nice product best for beginners
22231,4,Nice
22232,5,Very nice product.... I am very Happy
22233,5,Superb in this range of money...
22234,4,Good product
22235,5,Bro Genuine product M.D: 08:20 Thanks Seller.
22236,5,Recommended.. Have to learn the trick after that uh uh can capture everything so easily.. Go for it ❤️❤️
22237,5,Good One for beginers
22238,5,Amazing photos and videos
22239,5,Good quality 😀
22240,5,Best Dslr camera for beginners📸📷
22241,5,Loved it ❤️
22242,4,Camera is damn good. I would suggest every beginner to buy this camera.But if you want to shoot videos go for other camera this camera don't have external mic.I have given 4 stars only due to delivery service i got this after 11 days
22243,5,my 1st camera....I like it
22244,5,Good lv it
22245,5,Best Beginner's DSLR.
22246,5,Very good dslr camera..same as 1300d but advantage is 3000d is lighter weight.only disadvantage is it's lcd resolution.
22247,4,Good product
22248,5,Awesome for only photography perpas...I bought this camera Rs-15299... great grab...
22249,5,Awesome camera
22250,5,Great for beginners
22251,5,Nice pitcher quality
22252,5,Super
22253,4,Awesome i got in 16.5k so i would suggest instead of 1500d go for 3000d same thing in less prz
22254,5,Good for beginners... Very user friendly...
22255,3,It is nice
22256,4,Good camera but only thing is that it focus take very long time
22257,4,Its very good camera for beginners. I got this product in 16499/- . With 50 mm lens its superb
22258,5,Simply awsome
22259,4,"All is very good , but lens 70-300 is very expensive."
22260,5,Good Product..nice camera
22261,5,Superb camera for beginners who wants to be a photographer.
22262,5,"best DSLR for those who want to but first DSLR,best entry level DSLR,amazing picture quality. pros-great image quality,affordable,light weight,good battery life cons-not great for videography,not for night photography"
22263,4,Nice good tq canon
22264,5,Nice camera for the youth❤
22265,5,Best in class!!! IF YOU HAVE INTEREST IN PHOTOGRAPHY ONLY THAN THIS IS FOR YOU.. Surprisingly PERFECT and most important is under the BUDGET!!!
22266,5,Really impressed with camera effect. Nice image quality easy access through WiFi through phone no need cables to copy.
22267,5,Value for money
22268,5,Random shots in auto mode the pictures are great good canon
22269,5,Camera quality is perfect💯 I like the lens most 🤑🤑🤑🤑
22270,5,Awsome product 👌👌👌
22271,5,Vlaue of money 👌🏻👌🏻👌🏻👌🏻
22272,5,Excellent
22273,5,Camera is soo good. Quality so cool.
22274,3,Ossam products
22275,5,Great
22276,5,Nice
22277,5,it is very good dslr for new people who thinks that photography is their passion not very expensive yet the good product with complete package. some sample taking from this camera very good camera for new commers
22278,5,Good one
22279,4,Best Value For Money DSLR.
22280,5,loved it
22281,5,best dslr on this price
22282,5,picture quality is awesome.......
22283,5,super quality pixel
22284,4,good camera for entry level.
22285,5,osam
22286,5,Great Picture... Good for beginners
22287,5,value for money
22288,5,best beginners camera. Got it in billion day sale for 16999..best price for a fully functional dslr camera. an additional lens can be purchased as the stock one along with cam is a landscape lens. lightweight body and all shooting modes available.
22289,5,I am very happy it's better
22290,5,Just Awesome
22291,5,super
22292,5,Vern nice product
22293,5,good pictures.. weight less
22294,2,Not good for video
22295,5,Nice Camera under 20000 good image captured
22296,5,awesome purchase got in 16799
22297,5,Nice DSLR to start with
22298,3,good for entry level camera but not as good as accepted...
22299,4,Outdoor photography results is good. Low light very poor
22300,5,"Got this @14,500 in sale, very good product"
22301,5,Good product
22302,4,camera quality is very good.
22303,5,great deal at 16999 price. nice low budget DSLR it is. you should go for it without any hesitation.
22304,5,Nice dslr for beginners.
22305,4,nice
22306,5,Good product for beginners..  I got this cam within 2days
22307,5,this is a good product.love it
22308,5,good product in this price range.
22309,4,nice camera
22310,5,Fabulousl..product........ 😘
22311,5,Awesome product got it before expected delivery...
22312,5,This is a amazing camera..
22313,5,Awesome product thank you Flipkart
22314,4,Very nice
22315,4,1.Best Budget camera 2.Battery backup is good 3.Image quality is good.( white balance is avarage ) ( Image sharpness is avarage) 4.Best for Beginners 5.Flipkart Delivery is good. 6.Perfect Packing Delivery
22316,5,awesome products love you canon
22317,4,Very good
22318,5,Excellent camera. Does all the work. WiFi is excellent. Photos transferred to iphone smoothly. Colour quality fantastic in manual and auto mode.
22319,2,amazing camera quality.....but lense z not usable for wild life photography... zooming power is too short
22320,5,Good
22321,3,For learner it's a good DSLR
22322,5,good camera... but for indoor shoot it's not good
22323,5,its just my budget awsm dslr
22324,3,good
22325,3,dilever time to longer and product serial no mistake in tex invoice
22326,5,great product
22327,5,"Got if just for 19,990 along with a moto pulse escape. To say it's the best deal I have ever got in my life. The camera is just amazing at 20k price range. I would just say GO FOR IT if you are a beginner"
22328,5,Nice camera for the beginners ..
22329,4,Thank Q. I recived it in time and good one.but we brought for our personal use and we need demo wher should we go
22330,3,"Image quality isn't so great, rendering grainy images even at low iso, too slow auto focus and low battery with stand time"
22331,5,nice product and on time delivery by flipkart thank u . packed well
22332,1,"Worst product for those who prefers video recording,they haven't mentioned it in description also,even the display size is less than the lower model 1300.it is simply waste. Better to go with some products of nikon."
22333,1,MEMORY CARD NOT RECEIVED
22334,5,1500d is batter than 3000d i have expressed both 1500d have batter functions than 3000 before buy compare led size auto open flash and one click on and off option awailable
22335,4,"One of the best DSLR cameras for the beginners although I don't know much about photography took this camera as it was there in incredible deal of 20,000. The camera has no built in flash you have to buy a seperate flasher from the market or from Flipkart. The packing and the delivery from flipkart was smooth."
22336,1,"Very low resolution, it's not useful"
22337,1,Very poor quality
22338,1,"This camera is very bad no recording video voice, I feel cry 🥲🥲🥲 l lost my money, very sad , don’t buy"
22339,1,"Worst... Just for beginners who wants learning photography, 🤘"
22340,1,It's not supporting memory card I have changed so many memory cards but nothing is supporting and two times pick master have denied to take back the product saying that the serial numbers of the product is showing invalid in his device
22341,4,Good. Not bed. Better for beginners
22342,5,my first DSLR camera good camera 17249 purchased for cost 😍 Awesome the beginner
22343,5,Very nice camera 📸
22344,1,"Very Worst Failure Model of Canon not worth for money , choose another model , quality of pic is not nice and features are less"
22345,4,For the beginners this is best camera
22346,5,"Using 1300d earlier Almost same picture quality But the display is not good,capture photo and transfer it to your phone and than see the clarity When you see the photo through the camera display,it doesn't feels so good"
22347,5,Best choice for choosing canon EOS 3000D for Biggeners... I loved it...
22348,5,good
22349,5,this camera is awesome and I am very happy with this product and I used 18-55 kit lens thanks to flipcart
22350,5,awesome camera...... I love this
22351,5,Awesome
22352,4,Just Great.... Delivery is too fast... Apart from no flash button and no I piece wheel everything is OK. Image quality is as good as other crop sensor DSLR
22353,5,I am happy
22354,4,good...😊
22355,5,satisfied 😊
22356,5,superb product and delevired by flp crt.
22357,5,awsome product
22358,5,Very good
22359,5,"awsome camera, photo calarity nice similar to 1300d as no change"
22360,5,It is very useful to beginners
22361,4,amazing
22362,2,USB cable and slot is not available
22363,5,camra quality
22364,1,camera is good but the headset which they provided was 2 year older.. i went for this camera because of that moto headset only.. finally i got old which seems less durable.. i should have went for 1500d..😐😐😐 waste of 1000 rupees extra for tat headset
22365,3,It's not use for studio photography. because its not suitable for external flash or trigger. I am very upsetting.
22366,1,Bad quality for this camera and not viedo shoot best
22367,5,worst lens 18-55 picture not blur it's a passport pic DSLR not satisfied
22368,4,"Overall product is good. Light weight, easy to handle. The only issue is, in description. They said there is 30x optical zoom whereas it only zoom upto 3x with 18-55mm lens, so it is my humble request to FLIPKART sales team to review the description once on their end before putting it on website."
22369,5,"good product with reasonable price, Best product for beginners however image quality is Morethan 4K with manual settings."
22370,5,Not a good camera. Worst lenses
22371,5,Nice pic
22372,5,Superb Product
22373,5,Nice product l like very much.
22374,5,Loving it
22375,5,Best quality
22376,4,Good buy for amateurs .
22377,5,Just awesome
22378,5,Super item mindblowing
22379,5,Excellent
22380,4,Best photos iam so happy this photo shoot
22381,5,Great product for the biggners.. loved it
22382,5,Must buy good products For beginners it's very useful..
22383,4,Good
22384,5,Best
22385,5,Very nice
22386,1,Not comfortable
22387,5,Awesome and value for money and I am pretty sure canon DSLR will prove to be a great asset for my vlogs cannels as well.
22388,5,Ok nice product
22389,5,My 1st DSLR Camera
22390,5,Nice product.
22391,4,In this price it's a super camera❤️❤️🥰🥰
22392,3,Not bad . But Bild quality poor
22393,4,Good
22394,5,Nice product
22395,5,Beginners DSLR
22396,5,"Amazing. I am a first time buyer of a DSLR and it has not disappointed. WIFI functionality makes the usage even more easy & convenient. Go for it, if you are a beginner."
22397,5,3000 is best for beginners ✌
22398,5,Gud
22399,3,Good camera
22400,5,Nyc product
22401,5,Very good product . Apt for DSLR beginners. User friendly and compact. Worthy product
22402,1,Average
22403,5,I am in love for normal photography and for beginners it is amazing😍😍😍😍 writing this after 20 days of use and sharing few shots from my first DSLR😍😍
22404,5,Awesome product
22405,5,Amazing Product!!!
22406,5,Good products
22407,5,Good Camera👍
22408,5,Amazing video and photo quality
22409,1,Not good
22410,4,Best camera for anyone
22411,5,Good product
22412,5,One the finest dslr in low range
22413,4,I think best product in this prize totally worth it 🔥. But you don't get bag Or memory card that's why I gave 4star
22414,1,Best for new one on dslr photography like me go for it and learn and enjoy world of photography
22415,3,Lenses not good camera very good
22416,5,Good
22417,5,Good
22418,5,good
22419,4,Nice product 😊 basic camera perfect 👌 won use is best 👍
22420,5,Nice
22421,4,Nice👏 product for New DSLR User & Helf to Top Leable Photography
22422,2,5 star for camera but 1 star for moto pulse escape bluetooth headphones bcoz its stop working from 1 side 1 speaker is mute within 1 month or 6 days.
22423,5,Best quality
22424,1,Low quality
22425,4,Iam satisfied with this price range ..
22426,3,It was good
22427,5,Very nice
22428,5,"BUY SDCARD AND MINI USB CABLE SEPARATELY.  I am a beginner so I cant go into the technical stuff. The product is well made, light weight, very user-friendly for novice enthusiasts. I think it is very well priced for its features. Flipkart delivered the product on time and safely.  5 stars"
22429,5,Best product. Worthy
22430,5,Very good
22431,5,The best DSLR camera
22432,5,Very quite and nice
22433,5,"Very good camera for beginners, image quality is excellent"
22434,5,This is my first dslr camera 📷 All the Fun are good and a entry level budget cam..
22435,5,Awesome 😊
22436,1,Bag missing
22437,5,Best camera for low price
22438,5,Nice
22439,5,Nice camera
22440,5,Best DSLR FOR BEGINNERS
22441,5,It's very good for beginners but they didn't provide memory card. The picture and video are good.
22442,5,Osm pic quality.. must buy
22443,5,great camera price good 🥵 setisfy
22444,3,It's good but the it doesn't provide memory card that the bad thing
22445,5,Amazing quality and great delivery
22446,4,Good
